filename,label
red_fresh_apple_27.jpg,0
fresh_apple_26.jpg,0
fresh_orange_27.jpg,0
ripe_mango_1.jpg,0
fresh_apple_8.jpg,0
fresh_apple_4.jpg,0
ripe_mango_2.jpg,0
fresh_grapes_14.jpg,0
mango_slices_11.jpg,0
mango_slices_20.jpg,0
fresh_grapes_13.jpg,0
fresh_grapes_3.jpg,0
red_fresh_apple_2.jpg,0
fresh_banana_29.jpg,0
red_fresh_apple_19.jpg,0
red_fresh_apple_8.jpg,0
fresh_grapes_26.jpg,0
grapes_in_basket_15.jpg,0
fresh_apple_27.jpg,0
fresh_mango_27.jpg,0
fresh_banana_5.jpg,0
orange_with_leaves_14.jpg,0
fresh_grapes_11.jpg,0
red_fresh_apple_28.jpg,0
fresh_mango_21.jpg,0
banana_on_table_30.jpg,0
fresh_mango_24.jpg,0
fresh_orange_4.jpg,0
banana_on_table_22.jpg,0
red_fresh_apple_23.jpg,0
mango_slices_8.jpg,0
orange_with_leaves_19.jpg,0
fresh_apple_9.jpg,0
grapes_in_basket_19.jpg,0
grapes_in_basket_6.jpg,0
orange_with_leaves_30.jpg,0
juicy_orange_25.jpg,0
grapes_in_basket_3.jpg,0
juicy_orange_2.jpg,0
ripe_mango_30.jpg,0
red_fresh_apple_10.jpg,0
mango_slices_27.jpg,0
banana_bunch_15.jpg,0
fresh_banana_27.jpg,0
ripe_mango_26.jpg,0
fresh_mango_23.jpg,0
grapes_in_basket_21.jpg,0
ripe_mango_10.jpg,0
banana_bunch_9.jpg,0
fresh_apple_29.jpg,0
fresh_mango_8.jpg,0
juicy_orange_11.jpg,0
apple_on_tree_15.jpg,0
juicy_orange_30.jpg,0
orange_with_leaves_23.jpg,0
fresh_grapes_17.jpg,0
fresh_grapes_1.jpg,0
fresh_grapes_7.jpg,0
fresh_mango_13.jpg,0
apple_on_tree_19.jpg,0
grapes_in_basket_14.jpg,0
fresh_apple_21.jpg,0
banana_on_table_29.jpg,0
banana_bunch_17.jpg,0
green_fresh_grapes_19.jpg,0
fresh_grapes_25.jpg,0
ripe_mango_11.jpg,0
mango_slices_15.jpg,0
fresh_mango_26.jpg,0
red_fresh_apple_11.jpg,0
orange_with_leaves_10.jpg,0
fresh_mango_9.jpg,0
fresh_mango_22.jpg,0
banana_on_table_9.jpg,0
grapes_in_basket_13.jpg,0
fresh_grapes_21.jpg,0
fresh_orange_9.jpg,0
fresh_banana_7.jpg,0
apple_on_tree_11.jpg,0
fresh_apple_11.jpg,0
orange_with_leaves_1.jpg,0
banana_on_table_18.jpg,0
grapes_in_basket_23.jpg,0
fresh_banana_12.jpg,0
mango_slices_10.jpg,0
fresh_apple_15.jpg,0
fresh_banana_30.jpg,0
mango_slices_19.jpg,0
juicy_orange_29.jpg,0
fresh_orange_7.jpg,0
fresh_apple_16.jpg,0
green_fresh_grapes_14.jpg,0
banana_on_table_17.jpg,0
apple_on_tree_30.jpg,0
banana_bunch_16.jpg,0
fresh_banana_4.jpg,0
fresh_banana_11.jpg,0
fresh_mango_12.jpg,0
fresh_mango_3.jpg,0
fresh_mango_11.jpg,0
banana_on_table_16.jpg,0
fresh_orange_8.jpg,0
green_fresh_grapes_11.jpg,0
grapes_in_basket_5.jpg,0
juicy_orange_22.jpg,0
juicy_orange_9.jpg,0
mango_slices_7.jpg,0
red_fresh_apple_9.jpg,0
fresh_banana_14.jpg,0
fresh_banana_6.jpg,0
mango_slices_25.jpg,0
orange_with_leaves_18.jpg,0
fresh_orange_21.jpg,0
fresh_orange_26.jpg,0
banana_on_table_6.jpg,0
orange_with_leaves_26.jpg,0
fresh_orange_18.jpg,0
fresh_banana_18.jpg,0
orange_with_leaves_27.jpg,0
ripe_mango_18.jpg,0
ripe_mango_15.jpg,0
orange_with_leaves_8.jpg,0
orange_with_leaves_24.jpg,0
juicy_orange_26.jpg,0
grapes_in_basket_29.jpg,0
juicy_orange_13.jpg,0
fresh_apple_3.jpg,0
fresh_grapes_9.jpg,0
green_fresh_grapes_13.jpg,0
orange_with_leaves_16.jpg,0
green_fresh_grapes_4.jpg,0
ripe_mango_21.jpg,0
juicy_orange_3.jpg,0
fresh_orange_30.jpg,0
green_fresh_grapes_16.jpg,0
fresh_grapes_22.jpg,0
fresh_banana_24.jpg,0
fresh_mango_25.jpg,0
grapes_in_basket_26.jpg,0
fresh_orange_3.jpg,0
fresh_apple_5.jpg,0
fresh_banana_1.jpg,0
fresh_orange_22.jpg,0
red_fresh_apple_26.jpg,0
juicy_orange_10.jpg,0
fresh_banana_16.jpg,0
ripe_mango_24.jpg,0
fresh_apple_25.jpg,0
mango_slices_12.jpg,0
green_fresh_grapes_28.jpg,0
